plant_id,gourd_type,variety_name,planting_date,days_since_planting,season,region_climate,avg_temperature,avg_humidity,avg_rainfall_mm,sunlight_hours,soil_ph,soil_moisture,soil_type,fertilizer_type,fertilizer_frequency,watering_frequency,plant_health_score,vine_length_cm,leaf_count,predicted_days_to_flower,actual_days_to_flower,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate,days_to_pollination_result,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
PLT_02980,bitter_gourd,ampalaya_bilog,2024-10-11,99,wet,tropical_lowland,29.2,76.2,25.0,6.4,5.9,55.8,silty,none,none,every_other_day,3,403.2,72,46,46.0,52,19,0,18,6,0.363,5,52,6,0.3,1.8
PLT_02981,bitter_gourd,ampalaya_bilog,2024-12-23,103,dry,tropical_lowland,28.2,55.6,7.9,8.4,6.5,57.7,clay,chemical,biweekly,every_other_day,4,582.9,99,43,46.0,77,27,0,25,11,0.523,10,46,11,0.45,4.95
PLT_02982,bitter_gourd,ampalaya_hybrid,2024-03-10,51,dry,subtropical,32.7,67.9,0.9,9.9,6.2,68.2,silty,chemical,monthly,daily,3,227.8,39,43,45.0,8,3,1,0,0,0.507,8,49,0,,
PLT_02983,cucumber,pipino_japanese,2024-02-01,73,dry,tropical_lowland,25.7,63.9,2.5,8.3,5.9,72.6,silty,organic,monthly,every_other_day,3,306.6,48,36,35.0,20,12,1,9,3,0.565,10,40,0,,
PLT_02984,squash,kalabasa_native,2025-04-11,102,dry,tropical_lowland,31.2,55.3,9.4,9.9,7.1,65.1,clay,mixed,weekly,daily,4,823.2,100,41,38.0,92,30,1,28,19,0.606,5,57,19,2.23,42.37
PLT_02985,squash,kalabasa_hybrid,2024-07-03,95,wet,tropical_lowland,28.4,89.2,15.0,5.0,5.8,60.0,loamy,mixed,biweekly,daily,4,475.7,71,42,45.0,66,26,0,25,15,0.541,3,56,0,,
PLT_02986,cucumber,pipino_native,2024-06-10,71,wet,subtropical,27.0,87.3,15.1,4.7,7.1,55.4,silty,chemical,monthly,daily,4,279.0,48,34,35.0,20,13,1,10,4,0.506,7,40,0,,
PLT_02987,bottle_gourd,upo_round,2024-03-05,118,dry,subtropical,24.4,66.1,2.1,7.7,6.0,72.9,clay,chemical,weekly,daily,4,753.3,100,45,45.0,86,30,0,27,13,0.457,7,58,13,1.93,25.09
PLT_02988,bottle_gourd,upo_round,2024-06-04,116,wet,tropical_lowland,30.5,81.6,27.4,5.6,6.1,74.7,sandy,mixed,monthly,daily,4,808.1,100,46,47.0,90,30,1,29,17,0.574,7,57,17,2.71,46.07
PLT_02989,squash,kalabasa_native,2025-08-21,58,wet,subtropical,28.1,76.0,16.7,4.1,6.2,55.2,sandy,mixed,weekly,daily,3,383.9,48,40,40.0,9,3,1,2,0,0.595,7,56,0,,
PLT_02990,bottle_gourd,upo_smooth,2025-11-02,37,wet,subtropical,27.1,77.1,10.3,4.5,6.3,66.6,loamy,mixed,weekly,twice_daily,4,310.0,48,46,,0,0,1,0,0,0.528,7,56,0,,
PLT_02991,cucumber,pipino_native,2025-06-07,45,wet,tropical_lowland,26.7,70.3,24.6,5.9,6.5,53.1,loamy,mixed,weekly,twice_daily,5,249.7,38,30,27.0,23,13,0,10,7,0.644,10,39,0,,
PLT_02992,squash,kalabasa,2024-03-01,90,dry,tropical_highland,34.5,71.4,6.0,7.5,6.0,64.8,silty,mixed,monthly,twice_daily,4,715.0,100,42,41.0,68,21,1,17,11,0.573,4,54,0,,
PLT_02993,bitter_gourd,ampalaya_bilog,2024-01-11,116,dry,subtropical,34.5,74.0,5.6,8.9,6.1,72.3,clay,mixed,none,every_other_day,4,555.4,100,43,43.0,97,30,1,30,19,0.603,8,49,19,0.23,4.37
PLT_02994,cucumber,pipino_japanese,2024-08-01,30,wet,tropical_highland,26.6,79.6,11.5,5.9,6.7,57.7,clay,none,none,twice_daily,3,91.3,13,38,,0,0,1,0,0,0.445,6,41,0,,
PLT_02995,bitter_gourd,ampalaya_oblong,2025-01-22,30,dry,tropical_lowland,25.7,68.2,8.6,8.0,5.9,50.8,silty,mixed,weekly,daily,3,97.4,15,40,,0,0,1,0,0,0.575,3,48,0,,
PLT_02996,squash,kalabasa_hybrid,2025-03-22,98,dry,tropical_highland,24.9,64.8,0.5,10.0,6.3,78.8,sandy,chemical,monthly,daily,4,548.0,98,42,39.0,74,26,0,23,14,0.51,6,57,0,,
PLT_02997,bitter_gourd,ampalaya_bilog,2025-02-15,77,dry,subtropical,34.8,57.6,1.6,7.1,6.2,74.6,silty,mixed,none,twice_daily,4,411.1,74,39,36.0,52,16,1,15,8,0.468,7,52,0,,
PLT_02998,bitter_gourd,ampalaya_oblong,2024-08-10,38,wet,tropical_highland,27.7,82.9,29.1,6.2,6.4,72.4,sandy,none,none,every_other_day,3,174.3,34,45,,0,0,1,0,0,0.47,5,49,0,,
PLT_02999,squash,kalabasa,2025-10-25,79,wet,tropical_lowland,27.8,88.8,21.5,5.1,6.4,60.4,sandy,mixed,biweekly,twice_daily,4,537.9,90,39,37.0,52,19,0,19,8,0.499,6,54,0,,
PLT_03000,sponge_gourd,patola,2025-10-01,96,wet,tropical_lowland,29.1,71.9,15.1,5.4,6.0,63.4,clay,chemical,none,daily,3,516.9,84,43,42.0,69,23,1,20,12,0.639,10,50,12,0.77,9.24
PLT_03001,bitter_gourd,ampalaya_bilog,2025-12-22,68,dry,subtropical,28.4,66.1,3.8,8.6,5.9,73.5,loamy,mixed,none,every_other_day,3,234.2,38,43,46.0,38,12,1,10,7,0.574,6,52,0,,
PLT_03002,cucumber,pipino_japanese,2025-10-31,83,wet,tropical_highland,30.3,72.5,17.1,6.8,6.8,67.8,loamy,mixed,weekly,every_other_day,4,394.7,72,28,31.0,64,28,1,28,16,0.589,8,33,16,0.16,2.56
PLT_03003,squash,kalabasa_native,2024-12-10,34,dry,tropical_lowland,30.1,62.6,2.5,10.0,6.4,62.4,silty,chemical,none,daily,3,177.6,27,45,,0,0,1,0,0,0.385,7,56,0,,
PLT_03004,cucumber,pipino,2024-12-17,32,dry,tropical_highland,30.7,55.8,3.2,8.4,5.9,66.3,silty,organic,weekly,every_other_day,4,105.9,21,29,30.0,3,2,1,2,2,0.619,8,36,0,,
PLT_03005,sponge_gourd,patola,2025-10-16,117,wet,tropical_lowland,31.1,73.1,18.0,5.1,6.7,55.5,loamy,none,biweekly,daily,5,1000.9,100,42,44.0,86,30,1,30,16,0.514,10,41,16,0.32,5.12
PLT_03006,squash,kalabasa_hybrid,2025-03-10,89,dry,tropical_lowland,27.2,55.8,1.4,8.9,6.8,64.0,loamy,none,monthly,every_other_day,4,586.0,99,44,41.0,68,19,0,16,5,0.301,4,51,0,,
PLT_03007,squash,kalabasa_native,2024-09-27,48,wet,subtropical,27.2,81.9,26.2,5.4,6.0,75.2,silty,none,none,daily,4,302.7,51,45,43.0,13,4,0,3,0,0.397,4,56,0,,
PLT_03008,bitter_gourd,ampalaya_bilog,2025-08-23,103,wet,tropical_lowland,26.9,84.2,19.9,5.9,5.9,54.3,silty,mixed,biweekly,twice_daily,5,602.6,100,37,39.0,86,30,1,29,16,0.614,7,46,16,0.3,4.8
PLT_03009,sponge_gourd,patola_ridged,2025-12-13,59,dry,tropical_highland,29.8,61.2,8.2,7.2,7.0,71.7,clay,mixed,biweekly,twice_daily,4,401.7,67,38,36.0,15,6,1,4,1,0.618,10,43,0,,
PLT_03010,squash,kalabasa_native,2024-05-06,93,dry,subtropical,34.0,68.4,6.2,9.8,7.2,54.9,clay,none,none,daily,3,509.5,93,50,52.0,48,12,1,12,5,0.414,7,61,0,,
PLT_03011,sponge_gourd,patola_ridged,2024-04-07,64,dry,tropical_lowland,28.2,68.3,5.3,7.7,6.4,56.4,clay,organic,weekly,daily,5,331.7,69,36,34.0,36,13,1,11,9,0.737,3,42,0,,
PLT_03012,bitter_gourd,ampalaya_hybrid,2024-05-05,107,dry,tropical_lowland,24.7,68.9,5.1,8.0,6.1,53.6,silty,mixed,weekly,twice_daily,5,726.6,100,39,41.0,101,30,0,29,19,0.599,5,46,19,0.32,6.08
PLT_03013,squash,kalabasa_hybrid,2025-07-29,56,wet,tropical_highland,28.5,71.0,22.0,5.8,6.6,76.6,clay,mixed,biweekly,twice_daily,4,296.6,44,43,40.0,24,7,0,7,5,0.501,5,59,0,,
PLT_03014,squash,kalabasa_native,2025-10-19,71,wet,subtropical,28.3,74.4,15.8,4.5,6.1,56.5,sandy,none,none,every_other_day,3,364.8,60,47,49.0,35,9,1,7,5,0.45,10,57,0,,
PLT_03015,bottle_gourd,upo_round,2025-11-14,71,wet,tropical_highland,29.2,89.3,14.0,4.9,6.8,79.6,silty,organic,weekly,every_other_day,4,379.2,60,47,49.0,27,11,1,8,5,0.573,3,54,0,,
PLT_03016,cucumber,pipino,2025-05-22,111,dry,tropical_lowland,33.2,58.0,3.1,7.8,6.2,60.8,clay,chemical,none,daily,3,366.5,60,34,32.0,40,24,1,21,7,0.423,7,38,7,0.18,1.26
PLT_03017,cucumber,pipino,2024-12-24,42,dry,tropical_lowland,31.9,70.8,3.9,9.1,6.3,54.9,loamy,mixed,weekly,daily,5,164.0,34,28,28.0,26,11,1,10,8,0.687,8,38,0,,
PLT_03018,cucumber,pipino,2024-01-01,86,dry,tropical_highland,29.7,65.5,3.0,9.5,7.0,61.8,sandy,none,none,daily,4,264.8,40,38,36.0,57,24,0,22,5,0.3,9,32,5,0.32,1.6
PLT_03019,cucumber,pipino,2025-12-14,100,dry,tropical_lowland,31.1,60.3,9.4,10.0,6.5,66.8,loamy,mixed,biweekly,every_other_day,4,583.6,95,38,41.0,63,26,1,25,15,0.575,9,40,15,0.2,3.0
PLT_03020,cucumber,pipino,2024-06-20,39,wet,tropical_highland,31.8,85.8,28.4,6.9,5.9,63.0,sandy,mixed,monthly,daily,3,108.9,21,37,38.0,10,4,1,1,1,0.517,4,40,0,,
PLT_03021,cucumber,pipino_japanese,2024-11-12,36,wet,subtropical,29.1,80.3,17.5,4.3,6.3,62.8,silty,chemical,monthly,twice_daily,5,182.5,35,31,28.0,9,4,0,3,3,0.484,5,37,0,,
PLT_03022,bottle_gourd,upo_long,2025-11-29,120,wet,tropical_lowland,27.7,83.1,23.9,4.8,6.2,61.9,loamy,none,weekly,twice_daily,4,866.7,100,47,46.0,100,30,0,27,10,0.331,4,54,10,1.14,11.4
PLT_03023,squash,kalabasa_native,2024-01-31,116,dry,tropical_highland,27.7,60.2,8.4,9.2,7.0,67.7,sandy,organic,biweekly,daily,3,688.7,100,42,42.0,86,22,1,21,15,0.66,10,60,15,3.67,55.05
PLT_03024,sponge_gourd,patola_ridged,2024-11-26,111,wet,tropical_lowland,27.9,84.7,14.6,5.8,6.4,54.5,loamy,mixed,biweekly,every_other_day,4,493.8,78,35,34.0,85,30,0,26,12,0.43,7,45,12,0.55,6.6
PLT_03025,bottle_gourd,upo_round,2024-08-17,115,wet,tropical_highland,30.5,70.4,20.9,5.4,7.1,66.7,silty,organic,none,every_other_day,4,860.7,100,43,43.0,95,29,0,25,13,0.556,3,54,13,1.44,18.72
PLT_03026,bottle_gourd,upo_smooth,2024-08-17,113,wet,tropical_lowland,31.6,85.2,24.5,4.1,6.5,67.3,sandy,none,none,every_other_day,3,712.6,100,48,48.0,55,27,0,25,8,0.3,8,63,8,2.66,21.28
PLT_03027,sponge_gourd,patola,2024-04-22,74,dry,subtropical,26.2,59.8,5.9,9.9,7.2,57.5,loamy,none,weekly,every_other_day,3,315.2,53,42,41.0,33,13,1,9,4,0.46,5,45,0,,
PLT_03028,squash,kalabasa_native,2024-02-06,46,dry,subtropical,31.4,64.8,8.2,7.4,6.2,78.5,silty,mixed,monthly,daily,4,388.5,65,44,44.0,4,1,0,1,0,0.484,8,55,0,,
PLT_03029,bottle_gourd,upo_long,2025-09-03,34,wet,tropical_highland,30.8,86.1,22.4,5.7,7.1,55.3,sandy,mixed,none,daily,4,189.2,38,46,,0,0,0,0,0,0.467,5,55,0,,
PLT_03030,sponge_gourd,patola,2025-11-12,87,wet,subtropical,27.0,70.7,15.3,4.7,6.4,54.2,clay,organic,none,every_other_day,4,608.4,100,39,38.0,65,23,0,23,11,0.538,10,49,0,,
PLT_03031,sponge_gourd,patola,2025-08-25,64,wet,subtropical,30.3,85.1,14.1,6.6,6.4,50.5,loamy,chemical,none,daily,4,397.3,66,42,39.0,26,11,1,9,6,0.471,3,44,0,,
PLT_03032,cucumber,pipino_japanese,2025-10-01,83,wet,tropical_lowland,28.0,77.6,19.9,4.1,6.6,60.7,sandy,organic,biweekly,twice_daily,4,329.0,55,31,33.0,48,21,0,20,11,0.627,8,37,11,0.32,3.52
PLT_03033,sponge_gourd,patola,2025-03-17,63,dry,tropical_lowland,33.4,55.1,2.6,8.6,7.1,70.4,sandy,chemical,biweekly,every_other_day,2,188.1,39,43,42.0,19,8,0,8,1,0.321,3,49,0,,
PLT_03034,bitter_gourd,ampalaya_bilog,2025-06-24,101,wet,tropical_lowland,26.3,78.8,16.9,5.7,6.8,51.2,silty,organic,monthly,daily,4,541.9,90,42,42.0,89,27,0,25,13,0.43,4,47,13,0.19,2.47
PLT_03035,bitter_gourd,ampalaya_oblong,2025-06-11,32,wet,tropical_highland,26.8,73.6,25.9,4.8,7.1,74.3,sandy,organic,weekly,every_other_day,4,132.6,25,41,,0,0,0,0,0,0.58,3,48,0,,
PLT_03036,squash,kalabasa,2025-11-01,57,wet,subtropical,26.7,79.6,24.4,4.5,6.9,51.8,loamy,mixed,weekly,daily,4,511.9,82,41,44.0,30,8,1,4,2,0.605,3,54,0,,
PLT_03037,bitter_gourd,ampalaya_oblong,2024-04-25,96,dry,subtropical,33.3,68.0,1.6,8.7,7.0,52.1,silty,chemical,monthly,every_other_day,3,428.9,74,43,41.0,76,21,1,21,12,0.465,3,47,12,0.5,6.0
PLT_03038,bottle_gourd,upo_smooth,2024-04-18,68,dry,tropical_highland,29.4,64.0,10.0,9.6,6.4,62.6,loamy,none,none,every_other_day,4,544.9,95,48,48.0,38,12,0,9,2,0.426,5,51,0,,
PLT_03039,cucumber,pipino_japanese,2025-04-03,117,dry,tropical_lowland,26.8,70.8,1.5,9.0,6.3,51.1,sandy,organic,biweekly,every_other_day,4,435.2,67,30,30.0,66,30,1,27,22,0.765,5,31,22,0.19,4.18
PLT_03040,squash,kalabasa_hybrid,2024-09-30,79,wet,tropical_lowland,28.0,82.7,24.8,4.5,6.7,55.4,clay,mixed,weekly,daily,4,509.2,77,43,40.0,45,13,1,10,5,0.654,6,55,0,,
PLT_03041,cucumber,pipino_japanese,2024-09-22,45,wet,tropical_lowland,27.1,77.3,12.5,5.9,6.7,69.9,silty,mixed,none,every_other_day,5,174.8,32,32,29.0,16,10,0,9,8,0.612,4,36,0,,
PLT_03042,squash,kalabasa_hybrid,2024-10-19,94,wet,tropical_highland,30.4,89.6,13.9,5.5,6.9,63.0,clay,organic,monthly,daily,5,668.5,100,37,34.0,90,30,0,26,16,0.582,7,59,0,,
PLT_03043,cucumber,pipino,2025-06-25,58,wet,tropical_highland,27.3,87.6,19.5,4.5,6.4,55.8,clay,chemical,biweekly,daily,4,236.6,42,29,28.0,18,10,1,7,4,0.523,10,42,0,,
PLT_03044,bottle_gourd,upo_long,2024-04-06,92,dry,subtropical,29.8,63.6,8.1,9.7,6.6,55.6,loamy,chemical,monthly,twice_daily,3,464.3,61,49,48.0,36,15,0,14,2,0.308,3,53,0,,
PLT_03045,bottle_gourd,upo_round,2025-05-31,58,dry,subtropical,26.3,73.1,8.9,9.3,6.4,61.1,sandy,mixed,weekly,every_other_day,4,429.3,73,48,49.0,20,6,0,4,1,0.493,10,54,0,,
PLT_03046,squash,kalabasa_hybrid,2024-12-27,108,dry,tropical_highland,29.6,68.7,0.9,9.6,5.9,75.7,loamy,chemical,weekly,twice_daily,3,802.8,100,46,48.0,64,24,0,24,9,0.402,5,57,9,2.05,18.45
PLT_03047,cucumber,pipino,2025-09-04,60,wet,tropical_highland,27.0,71.3,27.9,4.4,6.7,68.8,silty,none,biweekly,daily,4,350.7,56,36,34.0,29,14,1,10,4,0.455,10,40,0,,
PLT_03048,bitter_gourd,ampalaya_hybrid,2024-09-17,90,wet,subtropical,30.5,75.5,10.3,4.7,6.6,52.4,sandy,mixed,monthly,every_other_day,4,405.7,74,43,40.0,88,26,1,22,12,0.604,5,55,0,,
PLT_03049,cucumber,pipino_japanese,2024-03-31,102,dry,subtropical,34.5,57.2,4.1,9.6,6.3,62.7,loamy,organic,none,daily,5,391.3,55,34,37.0,64,30,0,26,12,0.515,9,43,12,0.31,3.72
PLT_03050,sponge_gourd,patola_smooth,2025-08-08,57,wet,tropical_lowland,27.5,74.9,17.4,4.7,6.8,68.1,silty,chemical,monthly,every_other_day,4,333.0,54,40,42.0,19,9,0,7,3,0.503,4,41,0,,
PLT_03051,bottle_gourd,upo_smooth,2024-08-10,103,wet,tropical_highland,28.0,87.0,19.9,6.7,5.9,70.1,loamy,none,none,twice_daily,3,428.2,74,52,52.0,41,14,1,13,6,0.384,7,61,0,,
PLT_03052,bottle_gourd,upo_smooth,2025-10-23,30,wet,tropical_lowland,26.2,78.9,11.6,4.9,7.0,69.7,loamy,organic,weekly,twice_daily,5,219.9,35,45,,0,0,1,0,0,0.673,7,49,0,,
PLT_03053,squash,kalabasa,2025-04-24,99,dry,subtropical,28.2,74.6,4.6,9.6,7.0,54.7,silty,organic,weekly,every_other_day,4,541.9,88,43,41.0,88,29,1,28,22,0.714,8,51,22,3.02,66.44
PLT_03054,sponge_gourd,patola,2024-07-11,58,wet,tropical_highland,28.6,78.2,28.3,5.0,5.8,55.4,sandy,mixed,biweekly,every_other_day,3,339.6,65,41,41.0,13,5,0,2,1,0.503,10,46,0,,
PLT_03055,cucumber,pipino_japanese,2024-07-04,73,wet,tropical_lowland,29.1,83.3,13.3,5.8,7.0,71.8,clay,mixed,none,every_other_day,4,241.8,44,34,31.0,31,14,0,10,6,0.441,8,40,0,,
PLT_03056,sponge_gourd,patola_ridged,2024-04-12,78,dry,subtropical,29.3,63.4,9.2,7.0,5.9,64.8,clay,none,weekly,daily,4,623.3,95,41,44.0,44,16,1,16,8,0.421,10,48,0,,
PLT_03057,sponge_gourd,patola,2025-06-01,118,wet,tropical_highland,27.4,85.4,26.2,5.6,7.1,79.0,loamy,mixed,none,twice_daily,3,537.1,97,40,43.0,66,30,0,30,18,0.532,7,42,18,0.73,13.14
PLT_03058,bitter_gourd,ampalaya_oblong,2025-05-01,46,dry,tropical_lowland,31.9,71.5,2.0,7.1,7.0,61.6,sandy,chemical,monthly,daily,4,262.2,44,39,42.0,4,1,0,1,1,0.529,9,48,0,,
PLT_03059,cucumber,pipino_native,2025-03-05,87,dry,tropical_lowland,25.7,64.9,1.6,9.6,7.1,62.0,clay,none,none,every_other_day,2,242.7,44,37,39.0,26,16,1,12,7,0.403,9,47,7,0.37,2.59
PLT_03060,bitter_gourd,ampalaya_bilog,2025-02-28,47,dry,tropical_lowland,28.2,61.3,9.1,7.1,6.5,63.8,clay,mixed,monthly,every_other_day,4,289.9,43,40,42.0,3,1,0,1,1,0.575,5,45,0,,
PLT_03061,bitter_gourd,ampalaya_bilog,2024-12-06,92,dry,tropical_highland,34.9,70.6,8.5,9.8,6.9,79.4,clay,none,biweekly,twice_daily,4,559.4,95,48,47.0,84,23,0,20,10,0.41,9,45,0,,
PLT_03062,squash,kalabasa_native,2025-07-30,110,wet,subtropical,30.8,77.1,13.7,4.8,5.8,52.7,silty,organic,none,every_other_day,4,796.7,100,43,45.0,100,29,1,26,14,0.617,3,59,14,3.79,53.06
PLT_03063,bitter_gourd,ampalaya_bilog,2025-10-22,94,wet,tropical_lowland,28.1,82.9,14.4,6.9,5.9,65.2,loamy,organic,monthly,daily,4,496.8,77,36,35.0,80,29,1,29,15,0.597,9,45,15,0.42,6.3
PLT_03064,sponge_gourd,patola_smooth,2024-03-28,104,dry,subtropical,29.3,56.4,1.7,9.7,6.6,55.5,clay,mixed,weekly,twice_daily,4,553.6,95,40,42.0,64,25,1,24,14,0.543,4,45,14,0.5,7.0
PLT_03065,bitter_gourd,ampalaya_hybrid,2025-11-17,75,wet,subtropical,30.5,79.2,18.1,5.1,6.4,59.5,loamy,organic,monthly,every_other_day,4,481.7,83,40,38.0,67,21,1,18,11,0.593,5,49,0,,
PLT_03066,sponge_gourd,patola_ridged,2025-05-10,114,dry,tropical_highland,26.2,68.5,1.9,7.4,7.1,54.9,silty,none,monthly,every_other_day,3,502.8,82,43,40.0,67,23,1,23,9,0.418,3,43,9,0.51,4.59
PLT_03067,bitter_gourd,ampalaya_hybrid,2025-04-12,53,dry,tropical_highland,27.7,66.4,5.6,8.1,7.0,51.6,silty,chemical,monthly,daily,4,307.8,61,43,41.0,11,4,1,2,0,0.497,6,48,0,,
PLT_03068,cucumber,pipino_japanese,2025-03-18,57,dry,subtropical,34.5,67.7,1.5,8.4,5.9,72.4,silty,none,none,twice_daily,4,336.6,56,33,36.0,29,12,1,9,4,0.358,8,40,0,,
PLT_03069,sponge_gourd,patola,2025-05-08,120,dry,tropical_highland,33.0,72.6,7.0,7.9,6.1,68.7,sandy,organic,weekly,twice_daily,5,667.0,100,36,33.0,68,30,1,28,16,0.632,10,40,16,0.64,10.24
PLT_03070,bottle_gourd,upo_round,2025-10-06,103,wet,subtropical,30.6,73.7,28.4,6.4,6.7,77.3,loamy,none,weekly,every_other_day,4,550.3,84,49,49.0,56,21,1,19,12,0.564,9,56,0,,
PLT_03071,cucumber,pipino_native,2025-09-10,41,wet,tropical_highland,26.4,70.6,18.4,4.6,6.9,70.1,clay,none,biweekly,every_other_day,3,109.1,23,38,38.0,12,5,0,2,1,0.342,6,41,0,,
PLT_03072,squash,kalabasa_hybrid,2025-03-09,74,dry,tropical_highland,29.9,59.7,9.7,7.7,7.0,55.2,sandy,organic,biweekly,daily,4,729.6,100,40,39.0,42,15,0,15,9,0.624,5,52,0,,
PLT_03073,cucumber,pipino_native,2025-06-28,31,wet,subtropical,31.9,76.1,17.9,5.4,6.2,74.5,silty,none,biweekly,twice_daily,4,142.7,24,36,,0,0,1,0,0,0.343,4,38,0,,
PLT_03074,cucumber,pipino,2024-02-26,64,dry,tropical_lowland,25.3,55.8,7.8,8.0,7.1,68.5,sandy,mixed,none,twice_daily,4,279.8,37,36,35.0,36,15,1,11,5,0.546,9,37,0,,
PLT_03075,squash,kalabasa,2025-09-16,80,wet,subtropical,29.6,82.5,25.3,6.8,6.4,60.6,silty,chemical,weekly,every_other_day,4,792.0,100,43,42.0,46,15,1,14,8,0.537,9,50,0,,
PLT_03076,bottle_gourd,upo_round,2024-09-18,107,wet,tropical_lowland,27.7,74.6,25.0,4.9,6.8,61.1,loamy,mixed,weekly,every_other_day,3,451.8,77,46,48.0,66,22,0,21,9,0.479,3,55,9,3.32,29.88
PLT_03077,bottle_gourd,upo_long,2025-02-07,116,dry,subtropical,32.8,61.9,9.5,8.7,5.9,71.1,sandy,organic,weekly,twice_daily,5,1301.6,100,46,49.0,81,30,0,26,15,0.531,10,57,15,2.67,40.05
PLT_03078,bitter_gourd,ampalaya_oblong,2025-12-30,113,dry,subtropical,33.4,72.6,5.6,8.0,6.5,60.8,loamy,organic,biweekly,every_other_day,3,506.3,76,42,42.0,88,26,1,23,14,0.585,6,51,14,0.28,3.92
PLT_03079,bottle_gourd,upo_long,2025-01-08,88,dry,subtropical,31.3,67.0,0.0,7.9,6.2,75.2,sandy,mixed,none,twice_daily,4,475.9,77,47,48.0,52,22,1,20,12,0.592,7,55,0,,
PLT_03080,bitter_gourd,ampalaya_oblong,2025-08-21,106,wet,tropical_lowland,27.9,81.2,16.9,6.4,7.1,62.1,loamy,chemical,none,every_other_day,2,314.6,49,44,41.0,39,12,0,12,4,0.431,10,49,4,0.2,0.8
PLT_03081,bottle_gourd,upo_round,2025-11-03,46,wet,tropical_highland,27.4,83.5,13.9,6.0,7.2,74.9,sandy,chemical,weekly,daily,3,230.8,36,46,43.0,8,3,1,1,1,0.433,7,59,0,,
PLT_03082,bitter_gourd,ampalaya_bilog,2024-06-09,93,wet,subtropical,28.0,86.3,29.9,6.5,6.3,71.3,silty,mixed,weekly,twice_daily,4,414.7,70,43,42.0,90,26,0,23,15,0.55,4,50,15,0.49,7.35
PLT_03083,sponge_gourd,patola,2024-06-25,85,wet,tropical_lowland,26.4,76.9,19.5,4.9,6.2,55.3,clay,none,weekly,twice_daily,4,609.0,100,39,41.0,47,22,0,22,7,0.373,5,42,7,0.6,4.2
PLT_03084,sponge_gourd,patola,2025-01-12,54,dry,subtropical,26.6,70.4,6.4,8.7,7.0,65.0,clay,none,weekly,twice_daily,4,422.7,63,44,47.0,3,1,1,0,0,0.479,5,46,0,,
PLT_03085,bottle_gourd,upo_round,2025-12-31,99,dry,subtropical,29.7,74.9,1.6,8.6,6.1,63.6,sandy,chemical,monthly,daily,3,433.9,68,47,45.0,67,21,1,20,8,0.475,8,56,0,,
PLT_03086,squash,kalabasa_hybrid,2024-12-25,82,dry,tropical_highland,24.2,57.1,9.0,9.5,7.0,62.3,silty,mixed,none,daily,4,779.0,100,44,46.0,65,22,1,21,11,0.528,9,55,0,,
PLT_03087,sponge_gourd,patola,2025-01-03,31,dry,subtropical,32.5,60.5,4.8,9.8,6.9,51.6,silty,chemical,biweekly,daily,5,179.3,32,39,,0,0,1,0,0,0.561,4,43,0,,
PLT_03088,bitter_gourd,ampalaya_hybrid,2024-12-27,69,dry,subtropical,27.0,58.0,9.3,7.5,6.0,55.8,loamy,none,monthly,twice_daily,4,443.9,75,45,42.0,43,13,1,11,7,0.417,4,51,0,,
PLT_03089,squash,kalabasa,2024-11-23,106,wet,tropical_highland,28.7,72.6,10.7,4.9,6.0,64.5,loamy,organic,none,twice_daily,4,938.6,100,42,39.0,90,30,1,28,20,0.732,10,53,20,4.44,88.8
PLT_03090,bottle_gourd,upo_long,2025-08-25,111,wet,tropical_lowland,30.2,79.1,10.6,4.8,6.8,65.4,silty,none,biweekly,twice_daily,3,618.4,100,47,46.0,76,22,0,20,5,0.3,6,57,5,2.28,11.4
PLT_03091,cucumber,pipino_japanese,2025-03-30,103,dry,subtropical,30.7,59.0,7.8,8.4,7.2,50.8,silty,chemical,biweekly,twice_daily,4,523.8,89,32,29.0,57,30,0,29,12,0.459,4,41,12,0.28,3.36
PLT_03092,bitter_gourd,ampalaya_bilog,2024-12-19,100,dry,tropical_lowland,27.9,69.4,6.2,7.9,6.2,61.9,sandy,none,monthly,daily,4,594.1,96,43,40.0,104,29,0,27,8,0.367,8,52,8,0.46,3.68
PLT_03093,sponge_gourd,patola,2025-09-06,46,wet,tropical_lowland,29.3,78.8,26.2,4.7,7.0,66.2,clay,organic,monthly,twice_daily,4,356.2,64,38,39.0,17,7,0,6,6,0.662,9,45,0,,
PLT_03094,sponge_gourd,patola_smooth,2024-03-18,78,dry,subtropical,29.5,70.6,2.8,7.9,6.9,53.9,silty,none,biweekly,twice_daily,4,480.2,86,43,44.0,29,13,1,11,7,0.487,4,47,0,,
PLT_03095,cucumber,pipino_japanese,2024-04-05,76,dry,subtropical,29.3,62.8,2.5,9.3,6.7,56.2,silty,chemical,none,twice_daily,4,241.5,43,34,34.0,47,19,1,19,13,0.571,8,36,13,0.39,5.07
PLT_03096,squash,kalabasa_hybrid,2024-11-02,61,wet,subtropical,26.6,80.5,20.1,5.8,6.3,77.8,clay,mixed,none,daily,3,342.2,51,46,47.0,9,3,1,2,1,0.661,7,61,0,,
